Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Numberofworkers,Medianweeklyearnings,Standarderrorofmedian
2016,"Management, professional, and related ",Professional and related,Community and social service ,"Miscellaneous community and social service specialists, including health educators and community health workers",Male,20,–,–
2016,"Management, professional, and related ",Professional and related,Community and social service ,Clergy,Male,315,"$1,070",41
2016,"Management, professional, and related ",Professional and related,Community and social service ,"Directors, religious activities and education",Male,23,–,–
2016,"Management, professional, and related ",Professional and related,Community and social service ,"Religious workers, all other",Male,21,–,–
2016,"Management, professional, and related ",Professional and related,Legal ,,Male,562,"$1,904",22
2016,"Management, professional, and related ",Professional and related,Legal ,Lawyers,Male,446,"$2,086",106
2016,"Management, professional, and related ",Professional and related,Legal ,Judicial law clerks,Male,7,–,–
2016,"Management, professional, and related ",Professional and related,Legal ,"Judges, magistrates, and other judicial workers",Male,35,–,–
2016,"Management, professional, and related ",Professional and related,Legal ,Paralegals and legal assistants,Male,43,–,–
2016,"Management, professional, and related ",Professional and related,Legal ,Miscellaneous legal support workers,Male,30,–,–
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",,Male,"1,877","$1,154",11
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Postsecondary teachers,Male,535,"$1,356",28
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Preschool and kindergarten teachers,Male,13,–,–
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Elementary and middle school teachers,Male,605,"$1,126",21
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Secondary school teachers,Male,403,"$1,146",19
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Special education teachers,Male,49,–,–
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Other teachers and instructors,Male,156,"$1,135",46
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ","Archivists, curators, and museum technicians",Male,11,–,–
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Librarians,Male,23,–,–
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Library technicians,Male,2,–,–
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ",Teacher assistants,Male,56,$501,35
2016,"Management, professional, and related ",Professional and related,"Education, training, and library ","Other education, training, and library workers",Male,24,–,–
2016,"Management, professional, and related ",Professional and related,"Arts, design, entertainment, sports, and media",,Male,919,"$1,139",19
2016,"Management, professional, and related ",Professional and related,"Arts, design, entertainment, sports, and media",Artists and related workers,Male,38,–,–
2016,"Management, professional, and related ",Professional and related,"Arts, design, entertainment, sports, and media",Designers,Male,290,"$1,267",43
2016,"Management, professional, and related ",Professional and related,"Arts, design, entertainment, sports, and media",Actors,Male,8,–,–
2016,"Management, professional, and related ",Professional and related,"Arts, design, entertainment, sports, and media",Producers and directors,Male,78,"$1,228",150
